year,model,stepMonths,average_precision,spearmanVsMonthly,meanAbsoluteDifference
2025,Transport RD,1.0,0.48180727223693887,1.0,0.0
2025,Transport RD,0.5,0.48236455650937937,0.9999801639218188,0.002488181853800119
2025,Transport RD,0.25,0.48147118027562213,0.9999567477919608,0.0037529273179905884
2025,Full mechanistic,1.0,0.47757791274199396,1.0,0.0
2025,Full mechanistic,0.5,0.4776577102347087,0.9999887900644334,0.0007887655267082768
2025,Full mechanistic,0.25,0.4777974507762279,0.9999789975701412,0.0011735330453335753
