diffusion,growth,hostFloor,climateFloor,hostPower,climatePower,ap_2019,ap_2020,ap_2021,ap_2022,ap_2023,mean_average_precision,worst_year_average_precision
0.28,0.13,0.0,0.35,1.6,0.6,0.7333828679012073,0.6762931901935493,0.594422803043555,0.5177253334267262,0.5492027893989222,0.614205396792792,0.5177253334267262
0.19,0.24,0.0,0.15,0.6,1.0,0.7198208701792856,0.6718076608253644,0.5863229768899936,0.5393761216350104,0.5536580623251935,0.6141971383709695,0.5393761216350104
0.28,0.13,0.35,0.15,0.6,1.6,0.6967537239162341,0.6908298358127233,0.5902564983129988,0.5417773962269119,0.5507696188022105,0.6140774146142157,0.5417773962269119
0.28,0.13,0.35,0.35,1.0,0.6,0.7029893688474732,0.6930102486362194,0.5930299320280511,0.5299030453623337,0.5502498192525642,0.6138364828253284,0.5299030453623337
0.28,0.24,0.0,0.0,1.6,0.6,0.7439743328371534,0.6781220570421161,0.5899475795209264,0.5190483693513741,0.5379907525279989,0.6138166182559137,0.5190483693513741
0.19,0.24,0.15,0.35,1.0,1.6,0.7226662424599525,0.6703326672186743,0.5852781066851614,0.5401528587223925,0.5496344622022212,0.6136128674576804,0.5401528587223925
0.28,0.24,0.0,0.35,1.6,1.0,0.7446301286542395,0.6776328667898346,0.589758085873074,0.5185546648734104,0.5372841286132091,0.6135719749607536,0.5185546648734104
0.19,0.24,0.15,0.0,1.0,1.0,0.7226564296176181,0.6701036339212537,0.584009252892287,0.54091541597711,0.5501101338431806,0.61355897325029,0.54091541597711
0.19,0.24,0.15,0.0,0.6,1.0,0.711116076910603,0.6742295812507831,0.5861339118125082,0.5445347147566028,0.551736174033603,0.61355009175282,0.5445347147566028
0.28,0.24,0.35,0.35,0.6,0.6,0.7050259341909604,0.687801837069338,0.5852314405179401,0.5405243284315318,0.5486566754703246,0.613448043136019,0.5405243284315318
0.28,0.13,0.35,0.0,0.6,1.0,0.6967564099506105,0.6908304219341965,0.5879905323469581,0.5392980707582654,0.5523313836292872,0.6134413637238636,0.5392980707582654
0.28,0.13,0.35,0.35,0.6,1.6,0.6967564099506105,0.6908702414905425,0.5884003560528587,0.5387358187882311,0.5522653804440437,0.6134056413452573,0.5387358187882311
0.28,0.06,0.0,0.0,1.0,1.6,0.7049743389912955,0.6836529430915451,0.5953944237847636,0.5282476759435472,0.5541235070370977,0.6132785777696499,0.5282476759435472
0.19,0.24,0.15,0.0,1.6,1.6,0.7267948914816599,0.6685671331378507,0.5841715637670711,0.5421340816829738,0.544411746087287,0.6132158832313686,0.5421340816829738
0.19,0.24,0.35,0.0,1.6,1.6,0.719217757156533,0.6690257019001677,0.5838799715977986,0.5456106387926859,0.548329141503551,0.6132126421901473,0.5456106387926859
0.28,0.13,0.35,0.15,0.6,1.0,0.6952051314694155,0.6913060444572199,0.5902504715070623,0.5374655772634716,0.5515546900933465,0.6131563829581032,0.5374655772634716
0.28,0.13,0.15,0.35,0.6,0.6,0.6998642087604486,0.691763285935645,0.5921412467683558,0.5300366083434042,0.5518014138726444,0.6131213527360996,0.5300366083434042
0.19,0.24,0.15,0.15,1.0,1.6,0.7190425623199532,0.6691526298326218,0.5846700286623918,0.5421947152978307,0.5500115574341786,0.6130142987093953,0.5421947152978307
0.19,0.24,0.15,0.35,0.6,1.6,0.711116076910603,0.6743180753407012,0.5854774292822122,0.5423462056367436,0.5514781809548873,0.6129471936250295,0.5423462056367436
0.28,0.06,0.0,0.0,0.6,1.6,0.6978798794048284,0.6884139597947776,0.5940344243145638,0.52932495403862,0.5543652082996025,0.6128036851704785,0.52932495403862
0.28,0.06,0.0,0.15,0.6,1.0,0.6981232267315925,0.6885246641836706,0.5941717118614877,0.5275601304012832,0.5551240426880831,0.6127007551732235,0.5275601304012832
0.28,0.06,0.0,0.0,1.0,1.0,0.703489266732687,0.6835074070923789,0.5952843867389291,0.5269717155715459,0.5541372850590119,0.6126780122389105,0.5269717155715459
0.28,0.06,0.0,0.15,1.0,1.6,0.7031777281255874,0.6832714177443703,0.5951818631473939,0.5273989686780907,0.5540737779504938,0.6126207511291872,0.5273989686780907
0.19,0.24,0.0,0.0,0.6,0.6,0.7195038957678771,0.6709815196694497,0.5852883777143654,0.5329900032650219,0.5541600414462987,0.6125847675726026,0.5329900032650219
0.28,0.06,0.0,0.0,1.0,0.6,0.7041503626578625,0.6833670853888852,0.5963051132450646,0.5248607704349151,0.5538104354017958,0.6124987534257047,0.5248607704349151
0.19,0.24,0.35,0.35,1.0,1.6,0.7145085065087926,0.6720676427091087,0.5847389043573744,0.541295183357261,0.5498652035569689,0.6124950880979012,0.541295183357261
0.28,0.06,0.0,0.35,0.6,1.6,0.6968366944168594,0.688503300093416,0.5928839894772295,0.528920815720273,0.5552408383500808,0.6124771276115718,0.528920815720273
0.28,0.06,0.0,0.35,1.0,1.6,0.703489266732687,0.6829316841552538,0.5958058618309131,0.5259438347350563,0.5541950339221721,0.6124731362752165,0.5259438347350563
0.28,0.24,0.0,0.15,1.6,0.6,0.7436769141650929,0.6771907099236684,0.5892117410775756,0.5159803271126989,0.5362646678912313,0.6124648720340534,0.5159803271126989
0.19,0.24,0.35,0.0,0.6,1.6,0.6944904464383319,0.6750193992049477,0.5770670027197389,0.5598753410542977,0.5557958499986744,0.6124496078831981,0.5557958499986744
0.28,0.06,0.0,0.15,0.6,1.6,0.6984509186597198,0.688859191596585,0.5910678405308236,0.5285189564263644,0.5553493288111092,0.6124492472049204,0.5285189564263644
0.28,0.06,0.15,0.0,0.6,1.6,0.6971445170598518,0.690914720425729,0.5915536238991203,0.5290307267053945,0.5532743113343838,0.6123835798848958,0.5290307267053945
0.28,0.06,0.15,0.15,0.6,1.6,0.6971045836554816,0.6916681540407779,0.5907419875590387,0.528493575305401,0.5537928120730545,0.6123602225267508,0.528493575305401
0.28,0.06,0.0,0.35,1.0,1.0,0.7042165060567512,0.6833670853888852,0.5957194467281489,0.5246761955285617,0.553659816865761,0.6123278101136216,0.5246761955285617
0.19,0.24,0.35,0.0,1.0,1.0,0.7129090809626089,0.6718650631833802,0.5839930300288158,0.5426767524712577,0.5500159633565728,0.6122919780005271,0.5426767524712577
0.28,0.06,0.0,0.0,0.6,1.0,0.6968366944168594,0.6884869029724052,0.5929036089643027,0.5280314669435878,0.5550987734777916,0.6122714893549894,0.5280314669435878
0.28,0.06,0.0,0.15,1.0,1.0,0.703878443128224,0.6822525804958575,0.5958528494266264,0.525585109204149,0.5537473814992063,0.6122632727508127,0.525585109204149
0.19,0.24,0.0,0.35,1.0,1.6,0.7257376383110721,0.6664450226428018,0.5865560566552016,0.534254375335491,0.5480794604372925,0.6122145106763718,0.534254375335491
0.19,0.24,0.0,0.35,0.6,1.0,0.7191486812182892,0.6704957374129387,0.5849345217388542,0.5325794050599595,0.5536457129400022,0.6121608116740087,0.5325794050599595
0.19,0.24,0.15,0.15,1.0,1.0,0.7217957186593501,0.6694417257601293,0.5851055220614371,0.5339399411761293,0.5504057197168439,0.612137725474778,0.5339399411761293
0.28,0.06,0.35,0.0,1.0,1.6,0.6963982773034916,0.6884583750347799,0.5926398689217646,0.5298484350437109,0.5531289121002148,0.6120947736807925,0.5298484350437109
0.28,0.06,0.0,0.15,1.0,0.6,0.7041333882045346,0.681755711892422,0.5957484271261974,0.5244287002443956,0.5540614967973939,0.6120255448529888,0.5244287002443956
0.19,0.24,0.15,0.15,0.6,1.0,0.710103236040019,0.6737073046170342,0.5857808015437626,0.5402259441029229,0.550203102360053,0.6120040777327584,0.5402259441029229
0.28,0.06,0.15,0.35,1.0,1.6,0.6974893796305566,0.6852449632527886,0.59430732475747,0.5267486855253192,0.5561226508099036,0.6119826007952075,0.5267486855253192
0.28,0.06,0.0,0.0,0.6,0.6,0.6979952611775958,0.6880606668546216,0.5938150695035918,0.5246519947224305,0.5553607012884982,0.6119767387093475,0.5246519947224305
0.28,0.13,0.35,0.0,0.6,0.6,0.6950447886579008,0.6910504774845898,0.5885704445223384,0.5341705545898142,0.5509536698949379,0.6119579870299162,0.5341705545898142
0.28,0.13,0.35,0.35,0.6,1.0,0.6949076708737242,0.6910665925085419,0.5888146977787554,0.5339402734589876,0.5510436308853244,0.6119545731010667,0.5339402734589876
0.19,0.24,0.0,0.0,1.0,1.0,0.7257376383110721,0.6668489973582171,0.5870834447864931,0.5320510164776773,0.5480091652370946,0.6119460524341109,0.5320510164776773
0.28,0.06,0.35,0.0,1.6,1.6,0.7026503628697268,0.6821395259824187,0.5931605419054706,0.5284582218257703,0.5531092161927922,0.6119035737552357,0.5284582218257703
0.28,0.06,0.0,0.35,0.6,1.0,0.6979952611775958,0.688114444701168,0.5936190686151023,0.5244310077361077,0.5553352161061826,0.6118989996672313,0.5244310077361077
0.28,0.06,0.15,0.0,1.0,1.0,0.6974893796305566,0.6851949012461628,0.5948580418159544,0.5261628346252782,0.5557737438994201,0.6118957802434745,0.5261628346252782
0.28,0.06,0.0,0.35,1.0,0.6,0.7041191999641144,0.6819499094831322,0.5953132485488071,0.5237395124791517,0.5543494029841516,0.6118942546918714,0.5237395124791517
0.28,0.06,0.15,0.35,0.6,1.6,0.696506826172604,0.6902623270142009,0.5924924294034095,0.5263738440891349,0.5536715712794661,0.611861399591763,0.5263738440891349
0.28,0.06,0.15,0.0,0.6,1.0,0.696506826172604,0.6901631568355322,0.5922400141207947,0.5265443921432273,0.55373266988008,0.6118374118304476,0.5265443921432273
0.19,0.24,0.35,0.15,0.6,1.6,0.6934340556807561,0.6745486663365367,0.5798824627081306,0.5560333926278495,0.55507685669257,0.6117950868091685,0.55507685669257
0.28,0.06,0.0,0.15,1.6,1.0,0.7097896263945476,0.6812924389413278,0.5942829744791377,0.5226101256669079,0.5509269947446438,0.6117804320453128,0.5226101256669079
0.28,0.06,0.0,0.0,1.6,0.6,0.7104261192802783,0.6813983249203326,0.594590508381347,0.5217717111912743,0.5506909582310943,0.6117755244008654,0.5217717111912743
0.28,0.06,0.15,0.0,1.0,1.6,0.6967880715447747,0.6837796076976679,0.5941562390762019,0.5285718675722335,0.5555070628677948,0.6117605697517347,0.5285718675722335
0.28,0.06,0.35,0.15,1.6,1.6,0.7022851455557385,0.681564865409784,0.5931243952326959,0.5274277831187999,0.5542468969568602,0.6117298172547757,0.5274277831187999
0.19,0.24,0.35,0.0,1.6,1.0,0.7213515176244294,0.6667295828228402,0.582935600040377,0.5392603384896486,0.5481800814916349,0.6116914240937861,0.5392603384896486
0.28,0.06,0.0,0.0,1.6,1.0,0.7093677847067352,0.6810985245061193,0.5942427622410348,0.5239098762393916,0.5497921502077482,0.6116822195802057,0.5239098762393916
0.28,0.06,0.0,0.35,1.6,1.0,0.7104494576094728,0.6814218314152685,0.5943103193219795,0.5217463408982669,0.5503646732595101,0.6116585245008995,0.5217463408982669
0.28,0.06,0.0,0.35,1.6,1.6,0.7093677847067352,0.6811189752843252,0.5944012171188267,0.5233428132507497,0.5498673590267231,0.6116196298774719,0.5233428132507497
0.28,0.13,0.35,0.15,0.6,0.6,0.6949773367480396,0.6913630298206599,0.5891553243853845,0.5320516908027633,0.5505354481379274,0.611616565978955,0.5320516908027633
0.28,0.06,0.35,0.15,1.6,1.0,0.7009464627335799,0.6820792408277108,0.5944492048176448,0.5258902973499645,0.55465788731041,0.611604618607862,0.5258902973499645
0.28,0.06,0.15,0.35,1.0,1.0,0.6974047586394633,0.6848406333199456,0.5941807940622048,0.5258825273669557,0.5556941148131437,0.6116005656403426,0.5258825273669557
0.19,0.24,0.0,0.15,0.6,0.6,0.7196376963834339,0.6711432271924231,0.584647848048439,0.5287548512901494,0.5535565695040416,0.6115480384836974,0.5287548512901494
0.28,0.06,0.15,0.15,0.6,1.0,0.6964891012383525,0.6905495925192322,0.591926868803425,0.5252456404784136,0.5535119334233216,0.611544627292549,0.5252456404784136
0.28,0.06,0.35,0.15,1.0,1.6,0.6960849956740401,0.6883277156542661,0.5903616588991228,0.5290266194120362,0.553914691476088,0.6115431362231106,0.5290266194120362
0.28,0.06,0.0,0.15,0.6,0.6,0.6979423095631104,0.6885875096941649,0.5922443804386347,0.5237248226575688,0.5551592830480764,0.611531661080311,0.5237248226575688
0.28,0.06,0.35,0.35,1.6,1.6,0.7010092372986398,0.6815361469354329,0.5941773184529263,0.5261795055288849,0.5546810396448874,0.6115166495721542,0.5261795055288849
0.28,0.06,0.15,0.15,1.0,1.6,0.6965104994970261,0.6843934451948323,0.5939083270942909,0.5266824206507528,0.5560831797571542,0.6115155744388112,0.5266824206507528
0.28,0.06,0.35,0.0,1.6,1.0,0.700952311302435,0.6814860849288071,0.5943917263937065,0.5256016302017726,0.5550714175106473,0.6115006340674737,0.5256016302017726
0.19,0.24,0.35,0.15,1.0,1.0,0.7127148006750235,0.670922660746121,0.5853278676094636,0.5388278499339897,0.5496523244342125,0.611489100679762,0.5388278499339897
0.28,0.06,0.35,0.0,1.0,1.0,0.6958561654960302,0.6885059942884709,0.5918281827917988,0.5279817063511044,0.5531367803568235,0.6114617658568455,0.5279817063511044
0.28,0.06,0.15,0.0,1.0,0.6,0.6974047586394633,0.684793963693971,0.5942011835084468,0.5251967307642925,0.5557010398870573,0.611459535298646,0.5251967307642925
0.28,0.06,0.35,0.0,1.6,0.6,0.7007263057436995,0.6830236193739474,0.5936655283619983,0.5251199902163411,0.5547578400620331,0.6114586567516038,0.5251199902163411
0.28,0.06,0.35,0.35,1.6,1.0,0.7007263057436995,0.6830693333971251,0.5938955988838143,0.5250333935601885,0.5545251808042814,0.6114499624778217,0.5250333935601885
0.19,0.24,0.0,0.15,1.0,1.0,0.7268420326379728,0.6658044126537395,0.5859540098565172,0.5310015284123757,0.5475309368167236,0.6114265840754658,0.5310015284123757
0.28,0.06,0.0,0.15,1.6,1.6,0.7094029356896426,0.6811920066396651,0.5944814512948937,0.5236633925699485,0.5483795460627767,0.6114238664513854,0.5236633925699485
0.28,0.06,0.35,0.35,1.0,1.6,0.6958561654960302,0.6885696314894388,0.5924637701778954,0.5270617824490601,0.5531197984713319,0.6114142296167513,0.5270617824490601
0.28,0.06,0.15,0.15,1.6,1.0,0.7052262672737581,0.6793349789490607,0.594431186022861,0.5251237683118728,0.5529066981701234,0.6114045797455352,0.5251237683118728
0.28,0.06,0.35,0.15,1.6,0.6,0.7007007119395058,0.6834049763727902,0.5932086378415132,0.5246423723741501,0.5550109480909754,0.6113935293237869,0.5246423723741501
0.28,0.06,0.15,0.15,1.0,1.0,0.6974759436637737,0.6846341671846672,0.5931190235457996,0.5263985386303793,0.5552575148181806,0.6113770375685601,0.5263985386303793
0.19,0.24,0.35,0.15,1.6,1.6,0.7188304584698584,0.6667939484451306,0.5832338561036212,0.5400783984824448,0.5479441929851062,0.6113761708972323,0.5400783984824448
0.28,0.06,0.15,0.0,1.6,1.0,0.7052262672737581,0.679246545396041,0.5939399344058547,0.5258321281375703,0.5525101591880831,0.6113510068802614,0.5258321281375703
0.28,0.06,0.15,0.35,1.6,1.6,0.7052262672737581,0.6792651422169633,0.5940940502234688,0.5254792523204626,0.552453823824903,0.6113037071719113,0.5254792523204626
0.28,0.06,0.15,0.35,0.6,1.0,0.6964589781936676,0.6921317365340625,0.590109319501618,0.524573571016128,0.5531719533447494,0.6112891117180451,0.524573571016128
0.19,0.24,0.35,0.35,1.6,1.6,0.7216774458680673,0.6662730927335517,0.582730415666494,0.5379205821507137,0.547639508912471,0.6112482090662594,0.5379205821507137
0.28,0.06,0.15,0.0,1.6,0.6,0.7052048584285795,0.6794775475066338,0.5942735169950065,0.5244608614663316,0.5527981201218832,0.6112429809036869,0.5244608614663316
0.28,0.06,0.0,0.15,1.6,0.6,0.7098594673842935,0.6812156767269766,0.5934651619823506,0.5213014980558702,0.550248334939656,0.6112180278178293,0.5213014980558702
0.28,0.06,0.0,0.35,0.6,0.6,0.6977506462669875,0.6886258690989131,0.5916931829138078,0.5228478781258765,0.5548664633824507,0.6111568079576071,0.5228478781258765
0.28,0.06,0.15,0.35,1.6,1.0,0.7052048584285795,0.6792662779947073,0.5943346272316907,0.5244862674308356,0.5524231867761928,0.6111430435724012,0.5244862674308356
0.28,0.06,0.15,0.0,0.6,0.6,0.6964589781936676,0.6919554395384739,0.5899345482489046,0.524297510722546,0.553056462496393,0.6111405878399971,0.524297510722546
0.28,0.06,0.35,0.15,1.0,1.0,0.695832826969193,0.6874218590492805,0.5920338008646757,0.5276514741560429,0.5526466365445282,0.6111173195167441,0.5276514741560429
0.28,0.06,0.15,0.15,1.6,1.6,0.7052394166041285,0.6796678800331176,0.5930663064795525,0.5260745059577937,0.5514598254711046,0.6111015869091394,0.5260745059577937
0.28,0.24,0.0,0.35,1.6,0.6,0.7436769141650929,0.6766056267620789,0.5875845623145564,0.5128866006715549,0.5345836079870164,0.6110674623800599,0.5128866006715549
0.28,0.06,0.0,0.0,1.6,1.6,0.7086856764639067,0.6807591544841691,0.5926431427134087,0.5252305317576551,0.5473596766347139,0.6109356364107706,0.5252305317576551
0.28,0.06,0.15,0.15,1.0,0.6,0.6979585594419973,0.6854730571025327,0.5933197624750681,0.5227832459451383,0.5550458493565312,0.6109160948642536,0.5227832459451383
0.28,0.06,0.15,0.15,1.6,0.6,0.7052048584285795,0.679817549231664,0.5938138609632179,0.5227489558489589,0.5528561064995746,0.6108882661943991,0.5227489558489589
0.28,0.06,0.35,0.35,1.0,0.6,0.6974475284397689,0.6916138004999913,0.5900210083437488,0.5227269988462867,0.552495427748695,0.6108609527756982,0.5227269988462867
0.28,0.06,0.15,0.0,1.6,1.6,0.705284802117463,0.6796964488753316,0.5916044562396353,0.5272290129606416,0.5503081512901529,0.6108245742966449,0.5272290129606416
0.28,0.06,0.0,0.35,1.6,0.6,0.7102075897352998,0.6799058191748638,0.5931755090824123,0.5205997923670457,0.5501276322244035,0.610803268516805,0.5205997923670457
0.28,0.06,0.15,0.15,0.6,0.6,0.6962917682649042,0.6903143105874543,0.5906456241677975,0.5235628626488351,0.553024366209244,0.610767786375647,0.5235628626488351
0.19,0.24,0.15,0.15,1.6,1.6,0.7260291241828527,0.665638906671517,0.58423152926314,0.5357083703565259,0.5422003646023379,0.6107616590152747,0.5357083703565259
0.28,0.06,0.35,0.0,0.6,1.6,0.6952610220481381,0.6894197737742759,0.5882348573402069,0.5299149464829869,0.5509191115581702,0.6107499422407556,0.5299149464829869
0.28,0.06,0.35,0.35,1.0,1.0,0.6964223349014074,0.6876551741946968,0.5919360360162915,0.5243995360209631,0.5528185867014934,0.6106463335669704,0.5243995360209631
0.28,0.06,0.35,0.0,1.0,0.6,0.6964101458595919,0.6876286098499507,0.5922846135811539,0.5243071445175407,0.5525736013613258,0.6106408230339125,0.5243071445175407
0.28,0.06,0.15,0.35,0.6,0.6,0.6963679763481216,0.6910895345787335,0.5893841980688457,0.5230037365975074,0.5532050499013456,0.6106100990989107,0.5230037365975074
0.28,0.06,0.35,0.15,0.6,1.6,0.695232907993888,0.6888053122161064,0.5885886684757116,0.5288092585643649,0.551298554902994,0.610546940430613,0.5288092585643649
0.28,0.06,0.15,0.35,1.0,0.6,0.6973663108476175,0.685874676607409,0.5919786419935374,0.5222410582360849,0.5552212192514338,0.6105363813872166,0.5222410582360849
0.28,0.06,0.35,0.35,1.6,0.6,0.7004226182507503,0.6834917078605962,0.5921311243919467,0.5215289842780166,0.5549549135747507,0.610505869671212,0.5215289842780166
0.19,0.24,0.15,0.0,1.0,0.6,0.7224805676790079,0.6684244390972826,0.5824292848292958,0.5286022223506052,0.5504520628986863,0.6104777153709755,0.5286022223506052
0.28,0.13,0.35,0.35,0.6,0.6,0.6949494331972976,0.6897825565208515,0.5877200548074205,0.5300196319520977,0.5497326731488101,0.6104408699252954,0.5300196319520977
0.19,0.24,0.15,0.35,1.0,1.0,0.7216994266442891,0.6684141102406685,0.5825240261241366,0.5285551949291646,0.5504345461486657,0.6103254608173849,0.5285551949291646
0.19,0.13,0.0,0.0,0.6,1.6,0.6989952714473219,0.6734618300409134,0.5864511422826107,0.5368066062686665,0.555790457037922,0.610301061415487,0.5368066062686665
0.28,0.06,0.15,0.35,1.6,0.6,0.7050677553945948,0.6790966820305435,0.5926421428128662,0.5221159081915108,0.5524573252570952,0.6102759627373221,0.5221159081915108
0.19,0.24,0.35,0.0,1.0,0.6,0.7122137173064623,0.6707356646875745,0.5856356024669881,0.5339524306828952,0.5488334344687117,0.6102741699225265,0.5339524306828952
0.28,0.06,0.35,0.15,1.0,0.6,0.6964101458595919,0.6878786508748265,0.5909563379089718,0.5233552355608554,0.5523734110601687,0.6101947562528829,0.5233552355608554
0.19,0.24,0.35,0.35,1.0,1.0,0.7127451079307322,0.6707515048321699,0.5850707876834308,0.5336144659288147,0.5486259694297292,0.6101615671609755,0.5336144659288147
0.28,0.06,0.35,0.0,0.6,1.0,0.695051780048275,0.6907810596386182,0.5886319832005116,0.5253818974729069,0.5508975717894055,0.6101488584299435,0.5253818974729069
0.19,0.24,0.0,0.0,1.6,1.6,0.734053956923461,0.658683238493794,0.5812631470892247,0.5354893579017225,0.5411761158535496,0.6101331632523503,0.5354893579017225
0.28,0.06,0.35,0.15,0.6,1.0,0.6949580996724781,0.6908906594309621,0.5888301150154294,0.5251761805530937,0.5507717730414854,0.6101253655426897,0.5251761805530937
0.19,0.24,0.35,0.0,0.6,1.0,0.6947547699787752,0.672826678649534,0.5826598414467917,0.54675410460075,0.5532781978939199,0.6100547185139542,0.54675410460075
0.28,0.06,0.35,0.35,0.6,1.6,0.6950429511663535,0.6903062304541674,0.589125857112138,0.5249904686453828,0.5507094518293683,0.6100349918414819,0.5249904686453828
0.19,0.24,0.35,0.35,0.6,1.6,0.695153802190244,0.6728767886036271,0.5827345404015606,0.5459175713293909,0.5531611297743597,0.6099687664598366,0.5459175713293909
0.19,0.24,0.35,0.15,1.6,1.0,0.7221787977650117,0.6659723635797359,0.581439299686251,0.5327035410186608,0.5474697360094359,0.6099527476118191,0.5327035410186608
0.19,0.24,0.0,0.35,0.6,0.6,0.7201028199536142,0.6704770043388644,0.582751144491995,0.5243826054713142,0.5517952688009075,0.609901768611339,0.5243826054713142
0.19,0.24,0.0,0.0,1.0,0.6,0.7277950571278449,0.6663127867942105,0.5836296023475709,0.5245524578169457,0.5470101155741486,0.6098600039321441,0.5245524578169457
0.28,0.06,0.35,0.35,0.6,1.0,0.6949235758028671,0.6910154912088223,0.5880285831357582,0.5244038456779394,0.5508196588082065,0.6098382309267187,0.5244038456779394
0.19,0.24,0.0,0.35,1.0,1.0,0.7270049770897459,0.6663372247218742,0.5840410790988472,0.5243615164357018,0.547064423142772,0.6097618440977882,0.5243615164357018
0.28,0.06,0.35,0.15,0.6,0.6,0.694918278912142,0.690137097148734,0.5878521440183248,0.5246861025601969,0.5509284027892639,0.6097044050857323,0.5246861025601969
0.19,0.13,0.0,0.0,1.0,1.6,0.7095415455637372,0.6688299498577233,0.5870172562521809,0.5336505886080827,0.5493422810201858,0.6096763242603819,0.5336505886080827
0.19,0.13,0.15,0.0,1.0,1.6,0.703074059746101,0.6711785173876454,0.5870846238476043,0.5357768334414701,0.5509871629074381,0.6096202394660517,0.5357768334414701
0.28,0.06,0.35,0.0,0.6,0.6,0.694918278912142,0.6900239515843052,0.5878444913255247,0.5243715440371833,0.5508579080514532,0.6096032347821218,0.5243715440371833
0.19,0.24,0.15,0.35,0.6,1.0,0.7065619904184006,0.6729585085964013,0.5835366884057038,0.5345167006534159,0.5504322814486138,0.6096012339045072,0.5345167006534159
0.19,0.24,0.15,0.15,0.6,0.6,0.7080673815438544,0.6721754603916271,0.5838401085751012,0.5334545815521384,0.5503818210864685,0.6095838706298379,0.5334545815521384
0.19,0.24,0.15,0.0,0.6,0.6,0.7066859785863869,0.6729524064664878,0.5836481558548073,0.5348261591282105,0.5497823525639599,0.6095790105199705,0.5348261591282105
0.28,0.06,0.35,0.35,0.6,0.6,0.694489101935837,0.6903187416073783,0.5879525749937868,0.5234748182050892,0.5515238348570434,0.609551814319827,0.5234748182050892
0.19,0.24,0.15,0.15,1.0,0.6,0.7235599620466636,0.6673579232997274,0.5808474375564568,0.5264466695337487,0.5493979007598612,0.6095219786392916,0.5264466695337487
0.19,0.24,0.0,0.15,1.0,0.6,0.7278702204153555,0.6649452132568395,0.583726403442798,0.5231689647258364,0.5463883439384145,0.6092198291558488,0.5231689647258364
0.19,0.13,0.0,0.15,0.6,1.6,0.69839963389641,0.6730135862362654,0.5877203145625943,0.530576522921236,0.5556265924043806,0.6090673300041773,0.530576522921236
0.13,0.24,0.0,0.0,1.0,1.6,0.7156059075609184,0.6579073976963118,0.5781993881454943,0.5403536181770472,0.552744453430248,0.608962153002004,0.5403536181770472
0.19,0.13,0.0,0.15,1.0,1.6,0.7098454502165359,0.668687584244028,0.5860316833276136,0.5295328830771796,0.5504477856264944,0.6089090772983703,0.5295328830771796
0.19,0.24,0.35,0.15,0.6,1.0,0.6935720578373143,0.6727706128260094,0.5829739390429386,0.5430611155569264,0.5509993928397713,0.608675423620592,0.5430611155569264
0.19,0.24,0.35,0.0,1.6,0.6,0.7215880174511667,0.6647830921497355,0.5816994547810472,0.5270369960792369,0.5482174380508577,0.6086649997024087,0.5270369960792369
0.19,0.24,0.35,0.35,1.6,1.0,0.7215977066680667,0.6647829701282261,0.5815441480266753,0.5262676000200066,0.5479109942910947,0.6084206838268139,0.5262676000200066
0.19,0.24,0.35,0.15,1.0,0.6,0.7092741647081081,0.6705923359557818,0.5834027148438424,0.5306605729627659,0.5476569322852695,0.6083173441511536,0.5306605729627659
0.19,0.13,0.0,0.0,1.0,1.0,0.7105615072029225,0.6683257822108533,0.5874079148238041,0.5253756832213715,0.5493979236500764,0.6082137622218056,0.5253756832213715
0.19,0.13,0.15,0.0,0.6,1.6,0.695031962537783,0.6696479067543603,0.5835987504295874,0.5383598784056021,0.5543420228283088,0.6081961041911284,0.5383598784056021
0.19,0.24,0.0,0.15,1.6,1.6,0.7350698031857892,0.6576988693188854,0.5805633773493425,0.528291749440177,0.5390457578280702,0.6081339114244528,0.528291749440177
0.19,0.24,0.15,0.35,0.6,0.6,0.7070962806575702,0.6719488483622174,0.5834516314800154,0.5290500577806201,0.5489779913202651,0.6081049619201376,0.5290500577806201
0.19,0.24,0.15,0.35,1.6,1.6,0.7265713505738423,0.664109804468656,0.584362561665435,0.5256640129999891,0.5392855039943266,0.6079986467404498,0.5256640129999891
0.19,0.13,0.35,0.0,1.0,1.6,0.6953811532547538,0.6692918624923391,0.5841246928054198,0.5376371082538817,0.5535339905747819,0.6079937614762352,0.5376371082538817
0.19,0.13,0.35,0.0,1.6,1.6,0.7022508218402537,0.670096633874439,0.5841270407344757,0.5342041758170235,0.5492129184906159,0.6079783181513616,0.5342041758170235
0.19,0.24,0.15,0.0,1.6,1.0,0.7266030096202105,0.6647698203304137,0.5815147253144598,0.5277261310742537,0.5392643198690354,0.6079756012416746,0.5277261310742537
0.13,0.24,0.0,0.0,0.6,1.6,0.7039752990689296,0.6617207251210311,0.5732107086629402,0.5462714239287976,0.5542998057621269,0.607895592508765,0.5462714239287976
0.19,0.24,0.0,0.35,1.0,0.6,0.7291945492312605,0.6647989436519265,0.5820166258462351,0.5175430064375184,0.5453459152136594,0.6077798080761199,0.5175430064375184
0.19,0.24,0.35,0.0,0.6,0.6,0.6950856607755331,0.6703338600523651,0.5850066042238877,0.5375151999468109,0.5507439567790846,0.6077370563555363,0.5375151999468109
0.19,0.13,0.15,0.15,1.0,1.6,0.7023558977589666,0.6698466194724538,0.5854075914550518,0.531790085789575,0.5492774046707745,0.6077355198293644,0.531790085789575
0.19,0.24,0.35,0.35,1.0,0.6,0.7095819207531527,0.6710516075704469,0.5831240741467371,0.5269104516911121,0.5478945594247029,0.6077125227172303,0.5269104516911121
